ID_Prov,Coord_X,Coord_Y,Coord_PortX,Coord_PortY,Land_PPort,Land_PSize,Land_PRad,Land_Soil,Land_Heat,Land_Rain,Land_Inundation,
3000.000,1879.000,3182.000,1811.000,194.288,77,4.977,0.758,10.209,0.500,0.104,284,
3113.000,1775.000,3131.500,1778.000,18.742,664,14.542,0.937,11.634,0.500,0.071,285,
3192.000,1782.000,3194.500,1775.000,7.433,543,13.156,0.835,11.465,0.500,0.253,286,
3224.500,1754.000,3222.000,1755.500,2.915,652,14.416,0.812,13.929,0.500,0.348,287,
3277.000,1794.000,3235.000,1780.500,44.116,791,15.877,0.835,11.970,0.491,0.082,288,
3331.500,2051.500,3273.000,1817.000,241.687,1455,21.524,0.869,2.152,0.500,0.010,289,
3125.000,1869.500,3141.000,1878.000,18.118,392,11.180,0.751,8.539,0.500,0.335,290,
3279.000,1992.500,3159.000,1847.000,188.601,504,12.668,0.919,4.278,0.500,0.035,291,
3226.500,2040.000,3217.000,1839.000,201.224,880,16.737,0.755,3.081,0.500,0.233,292,
3181.000,1984.000,3132.000,1911.000,87.920,648,14.367,0.964,4.627,0.500,0.026,293,
3137.000,1932.000,3160.000,1945.000,26.420,462,12.128,0.986,5.900,0.500,0.011,294,
3194.000,1964.000,3210.000,1985.000,26.401,247,8.882,0.959,5.558,0.500,0.031,295,
3225.500,1953.000,3228.000,1954.000,2.693,300,9.787,0.994,5.653,0.500,0.090,296,
3027.000,1929.000,3196.000,1946.000,169.853,117,6.126,0.999,7.570,0.500,0.008,297,
3109.500,1935.500,3194.000,1910.000,88.264,245,8.845,0.878,6.784,0.500,0.064,298,
3166.500,1897.500,3205.000,1875.000,44.593,529,12.980,0.924,6.973,0.500,0.151,299,
3131.000,1839.000,3247.000,1875.000,121.458,914,17.066,0.984,9.024,0.500,0.383,300,
3188.000,1803.500,3227.000,1917.000,120.014,574,13.521,0.983,9.890,0.500,0.130,301,
3258.000,1929.000,3252.000,1931.000,6.325,778,15.739,0.986,5.805,0.500,0.044,302,
3244.500,1793.000,3243.000,1787.000,6.185,569,13.465,0.908,10.421,0.500,0.079,303,
3321.000,1765.000,3356.000,1866.000,106.892,480,12.369,0.703,11.381,0.350,0.048,304,
3238.000,1887.000,3326.000,1901.000,89.107,473,12.282,1.000,6.210,0.500,0.011,305,
3202.000,1866.000,3518.000,1984.000,337.313,371,10.869,1.000,7.294,0.500,0.192,306,
3291.000,1946.000,3333.000,1964.000,45.695,710,15.037,0.986,5.678,0.500,0.037,307,
3254.000,1950.000,3253.000,1968.000,18.028,181,7.593,0.880,5.755,0.500,0.010,308,
3251.000,1996.000,3250.000,2000.000,4.123,163,7.220,0.980,4.340,0.500,0.072,309,
3125.500,2011.000,3169.000,2089.000,89.310,317,10.049,0.912,5.410,0.500,0.182,310,
3110.000,1967.000,3143.000,2020.000,62.434,160,7.142,0.980,5.949,0.500,0.020,311,
3150.000,1889.000,3126.000,1983.000,97.015,399,11.270,0.803,7.700,0.500,0.190,312,
3260.500,2023.500,3220.000,2030.000,41.018,287,9.568,0.897,3.366,0.500,0.059,313,
3200.000,1922.000,3271.500,2138.000,227.526,255,9.021,1.000,6.257,0.500,0.011,314,
3285.500,2129.000,3268.500,2140.500,20.524,1756,23.643,0.772,2.184,0.500,0.078,315,
3153.500,2061.000,3105.000,2262.500,207.255,724,15.182,0.808,3.132,0.500,0.410,316,
3130.500,1671.000,3122.000,1677.000,10.404,354,10.623,0.616,10.934,0.518,0.064,317,
3062.000,1642.000,3054.500,1647.000,9.014,94,5.487,0.793,17.139,0.500,0.183,318,
3066.000,1633.000,3057.000,1636.000,9.487,68,4.675,0.856,17.482,0.500,0.302,319,
3091.000,1623.000,3098.000,1622.000,7.071,86,5.244,0.761,15.075,0.500,0.008,320,
3077.000,1594.500,3078.000,1595.000,1.118,31,3.188,0.760,15.197,0.500,0.043,321,
3160.500,1573.000,3154.000,1565.000,10.308,110,5.931,0.756,17.550,0.476,0.217,322,
3091.500,1630.500,3115.000,1651.000,31.185,249,8.912,0.714,13.473,0.500,0.008,323,
3148.000,1651.000,3160.000,1633.000,21.633,263,9.160,0.806,11.429,0.423,0.000,324,
3104.500,1648.500,3153.000,1609.000,62.550,317,10.046,0.755,12.045,0.495,0.000,325,
3117.500,1604.000,3116.000,1603.000,1.803,160,7.152,0.740,15.966,0.550,0.180,326,
3106.000,1616.000,3153.000,1662.000,65.765,134,6.534,0.764,12.941,0.500,0.174,327,
3181.000,1604.500,3178.000,1601.500,4.243,242,8.793,0.673,15.013,0.500,0.161,328,
3185.500,1694.000,3187.000,1693.500,1.581,210,8.185,0.720,12.238,0.500,0.181,329,
3156.000,1605.000,3224.000,1654.000,83.815,354,10.629,0.756,12.511,0.481,0.157,330,
3257.000,1675.500,3256.000,1677.000,1.803,282,9.488,0.413,10.523,0.512,0.130,331,
3153.500,1620.000,3276.000,1663.000,129.828,480,12.365,0.841,12.057,0.377,0.056,332,
3202.000,1593.000,3199.000,1590.000,4.243,60,4.403,0.714,18.123,0.500,0.374,333,
2678.500,1651.000,2677.500,1650.000,1.414,84,5.181,0.787,17.056,0.500,0.198,334,
2545.500,1583.000,2543.000,1583.500,2.550,10,1.869,0.800,18.121,0.500,0.450,335,
2593.500,1570.500,2595.500,1572.000,2.500,103,5.748,0.783,18.033,0.422,0.294,336,
2591.000,1559.000,2609.000,1574.000,23.431,617,14.015,0.807,17.401,0.406,0.093,337,
2626.500,1582.500,2627.500,1583.500,1.414,21,2.598,0.808,17.808,0.355,0.421,338,
2637.000,1585.000,2633.500,1585.500,3.536,163,7.221,0.794,17.899,0.460,0.422,339,
2722.000,1591.000,2715.000,1602.500,13.463,250,8.923,0.823,17.172,0.472,0.375,340,
2757.500,1603.500,2759.500,1603.000,2.062,17,2.340,0.786,17.856,0.500,0.611,341,
2798.000,1600.000,2798.000,1601.500,1.500,12,2.030,0.754,17.980,0.500,0.417,342,
2456.000,1336.000,2530.500,1557.500,233.693,25,2.825,0.143,24.609,0.132,0.000,343,
2557.000,1554.000,2562.000,1541.000,13.928,340,10.406,0.720,16.300,0.427,0.076,344,
2549.000,1545.500,2525.000,1497.000,54.113,486,12.445,0.774,15.557,0.488,0.154,345,
2390.000,1381.000,2387.500,1380.000,2.693,50,4.007,0.542,20.967,0.100,0.017,346,
2534.500,1501.000,2552.000,1487.000,22.411,890,16.838,0.788,17.300,0.320,0.052,347,
2522.500,1530.500,2440.500,1453.500,112.486,275,9.365,0.889,17.553,0.403,0.206,348,
2491.000,1247.000,2498.000,1432.000,185.132,623,14.084,0.521,27.338,0.482,0.111,349,
2568.000,1503.000,2622.000,1535.000,62.769,616,14.010,0.760,18.127,0.297,0.030,350,
2685.000,1601.000,2685.500,1603.000,2.062,31,3.173,1.000,17.814,0.500,0.467,351,
2789.000,1609.500,2791.000,1609.000,2.062,10,1.845,0.714,17.922,0.500,0.545,352,
4145.000,1307.500,2777.000,1532.000,1386.299,289,9.596,0.513,24.492,1.000,0.442,353,
2806.500,1581.500,2808.500,1582.000,2.062,12,1.991,0.924,17.610,0.350,0.438,354,
2844.000,1533.500,2842.500,1535.000,2.121,63,4.482,0.613,18.728,0.350,0.170,355,
2896.500,1505.500,2896.500,1506.500,1.000,387,11.105,0.553,18.854,0.345,0.052,356,
2950.000,1518.000,2948.500,1520.000,2.500,726,15.204,0.814,18.170,0.384,0.157,357,
2658.000,1759.000,3000.500,1524.500,415.086,189,7.757,0.769,12.793,0.593,0.003,358,
3106.000,1507.000,3103.000,1507.000,3.000,106,5.828,0.648,19.871,0.350,0.622,359,
3145.000,1485.500,3144.000,1482.500,3.162,172,7.401,0.681,19.474,0.103,0.265,360,
3149.000,1415.000,3155.000,1437.000,22.804,97,5.576,0.734,21.998,0.000,0.874,361,
3126.500,1486.500,3138.000,1480.000,13.210,113,5.998,0.804,19.739,0.062,0.820,362,
3114.000,1509.500,3113.000,1511.500,2.236,130,6.433,0.721,20.122,0.238,1.000,363,
3131.000,1508.500,3130.000,1510.500,2.236,65,4.562,0.663,20.649,0.205,1.000,364,
3187.500,1522.500,3181.000,1525.500,7.159,119,6.162,0.749,19.135,0.487,0.345,365,
3164.000,1458.000,3172.500,1449.000,12.379,45,3.809,0.429,4.582,0.511,0.000,366,
2374.000,1456.000,2377.000,1459.000,4.243,71,4.767,0.726,16.122,0.483,0.011,367,
2239.000,1618.500,2233.500,1621.000,6.042,66,4.607,0.714,22.133,0.688,0.000,368,
2371.000,1532.000,2372.000,1530.500,1.803,30,3.128,0.714,18.334,0.500,0.000,369,
2586.500,2020.000,2588.500,2020.500,2.062,24,2.812,0.857,12.320,0.611,0.016,370,
2294.500,2127.500,2291.500,2129.000,3.354,560,13.361,0.487,5.397,0.756,0.097,371,
2354.000,2164.500,2352.000,2166.000,2.500,846,16.418,0.445,3.909,0.521,0.060,372,
2509.000,1932.000,2508.000,1931.500,1.118,138,6.636,0.460,12.305,0.777,0.282,373,
2537.000,1907.000,2541.500,1907.500,4.528,74,4.868,0.795,12.720,0.526,0.136,374,
2533.000,1923.000,2534.000,1923.000,1.000,94,5.496,0.719,12.281,0.580,0.103,375,
2503.000,1880.000,2505.000,1879.000,2.236,191,7.805,0.397,13.264,0.705,0.247,376,
2492.000,1906.000,2492.500,1904.500,1.581,128,6.402,0.754,12.680,0.678,0.264,377,
3219.000,1594.000,3219.000,1600.000,6.000,275,9.365,0.840,18.043,0.445,0.114,378,
3198.000,1561.000,3196.000,1560.000,2.236,41,3.620,0.501,17.037,0.500,0.177,379,
3186.000,1510.500,3190.000,1521.000,11.236,30,3.118,0.612,18.340,0.435,0.445,380,
3238.000,1386.000,3237.500,1384.000,2.062,546,13.194,0.701,25.607,0.204,0.017,381,
3124.000,1917.000,3221.000,1522.000,406.736,543,13.156,0.898,6.754,0.500,0.097,382,
3204.500,1544.500,6.000,6.000,3549.279,117,6.116,0.743,17.099,0.428,0.135,383,
3328.500,1261.500,3194.000,1442.000,225.101,444,11.899,0.792,21.318,0.359,0.038,384,
3249.000,1393.000,3265.000,1398.000,16.763,766,15.625,0.715,24.113,0.262,0.002,385,
3264.000,1337.000,3292.000,1343.000,28.636,125,6.314,0.728,23.041,0.323,0.064,386,
3466.000,1659.000,3317.000,1296.000,392.390,114,6.040,0.327,17.365,0.350,0.029,387,
3588.000,1595.000,3307.500,1240.000,452.444,168,7.332,0.781,17.575,0.350,0.047,388,
3339.000,1208.500,3339.000,1207.500,1.000,251,8.939,0.711,27.514,0.277,0.064,389,
3403.500,1234.000,3402.500,1231.000,3.162,1299,20.342,0.782,24.216,0.287,0.008,390,
3505.000,1514.000,3353.000,1255.000,300.308,283,9.506,0.479,17.392,0.271,0.019,391,
2675.000,1784.000,3364.000,1282.000,852.482,223,8.441,0.865,13.531,0.500,0.068,392,
3406.500,1498.000,3407.500,1488.500,9.552,316,10.036,0.332,23.842,0.350,0.711,393,
3384.500,1473.000,3389.000,1473.000,4.500,242,8.785,0.643,24.024,0.350,0.060,394,
3419.000,1408.500,3423.000,1412.500,5.657,401,11.311,0.653,24.424,0.200,0.021,395,
3441.000,1409.500,3442.500,1410.500,1.803,286,9.548,0.667,26.035,0.199,0.056,396,
3428.000,1423.000,3429.000,1423.000,1.000,22,2.695,0.857,26.241,0.200,0.000,397,
3413.000,1433.000,3414.000,1435.500,2.693,430,11.711,0.595,24.346,0.275,0.057,398,
3383.500,1494.000,3394.500,1484.000,14.866,184,7.671,0.400,23.279,0.350,0.511,399,
2657.000,1893.000,2663.500,1892.500,6.519,105,5.806,0.816,13.721,0.500,0.323,400,
3553.000,1378.500,3551.000,1380.500,2.828,88,5.321,0.727,26.920,0.332,0.019,401,
3537.000,1315.000,3538.000,1317.000,2.236,328,10.229,0.759,25.702,0.200,0.037,402,
3485.500,1274.500,3484.000,1273.500,1.803,212,8.217,0.857,23.086,0.290,0.108,403,
3554.000,1349.000,3519.000,1357.000,35.903,467,12.205,0.559,25.009,0.244,0.022,404,
3369.000,1240.500,3475.000,1379.000,174.408,622,14.073,0.786,24.132,0.350,0.013,405,
3483.500,1610.500,3267.000,1492.000,246.809,395,11.215,0.653,17.251,0.350,0.189,406,
3310.000,1542.000,3399.500,1451.500,127.281,4613,38.322,0.832,18.645,0.284,0.025,407,
4260.000,1026.500,4258.500,1026.000,1.581,9,1.782,0.714,29.625,1.000,0.500,408,
4295.000,1232.500,3394.000,1484.500,935.577,123,6.278,0.614,27.864,1.000,0.404,409,
2589.000,1935.000,2580.500,1933.000,8.732,126,6.352,0.714,10.751,0.866,0.134,410,
3331.000,1540.000,3339.000,1553.000,15.264,184,7.655,0.749,21.371,0.350,0.773,411,
3325.000,1583.000,3301.000,1595.000,26.833,230,8.557,0.730,18.564,0.388,0.636,412,
3375.000,1555.000,3402.000,1491.500,69.002,105,5.792,0.864,15.153,0.500,0.073,413,
3401.500,1542.500,3395.000,1555.000,14.089,518,12.844,0.796,14.533,0.477,0.177,414,
3448.000,1527.000,3393.000,1584.000,79.209,480,12.374,0.572,12.803,0.350,0.144,415,
3343.500,1509.500,3339.000,1603.000,93.608,102,5.715,0.533,22.138,0.350,0.557,416,
3373.000,1630.000,3369.000,1620.000,10.770,352,10.596,0.745,9.714,0.441,0.173,417,
3417.000,1609.000,3421.000,1611.000,4.472,148,6.865,0.771,13.980,0.583,0.405,418,
3316.000,1634.500,3294.000,1636.000,22.051,268,9.238,0.933,6.035,0.500,0.134,419,
3332.000,1662.000,3336.000,1663.000,4.123,212,8.219,0.796,6.940,0.434,0.085,420,
4104.500,1113.000,4106.000,1113.500,1.581,45,3.791,0.478,28.675,1.000,0.000,421,
3765.000,1171.500,3763.500,1172.000,1.581,33,3.283,0.714,23.827,1.000,0.000,422,
3348.500,1693.000,3309.000,1698.000,39.815,203,8.047,0.746,10.475,0.552,0.009,423,
3322.500,1693.000,3348.000,1693.000,25.500,241,8.774,0.698,8.835,0.543,0.013,424,
3394.000,1678.000,3393.000,1637.000,41.012,146,6.822,0.628,13.257,0.444,0.013,425,
3391.000,1692.000,3376.000,1716.000,28.302,45,3.806,0.600,14.552,0.485,0.042,426,
3456.500,1595.000,3467.000,1599.000,11.236,275,9.363,0.842,15.798,0.415,0.293,427,
2590.000,1905.000,2592.500,1906.000,2.693,55,4.214,0.828,12.456,0.530,0.261,428,
3338.000,1249.000,3458.000,1575.000,347.385,364,10.772,0.812,20.632,0.420,0.070,429,
3468.000,1490.000,3447.000,1528.000,43.417,685,14.770,0.456,15.286,0.350,0.358,430,
3481.000,1438.500,3464.382,1438.738,16.620,306,9.883,0.557,21.786,0.350,0.271,431,
3515.500,1434.500,3514.500,1433.000,1.803,36,3.425,0.487,26.240,0.350,0.083,432,
3579.000,1533.000,3541.000,1489.000,58.138,842,16.372,0.415,16.738,0.350,0.004,433,
3538.000,1592.000,3502.000,1544.000,60.000,305,9.858,0.451,17.445,0.350,0.039,434,
3585.500,1411.000,3583.000,1410.500,2.550,326,10.200,0.449,25.664,0.350,0.015,435,
3517.500,1494.500,3605.000,1496.000,87.513,498,12.594,0.405,15.024,0.348,0.038,436,
3644.000,1657.000,3559.000,1565.000,125.256,207,8.119,0.701,15.710,0.350,0.184,437,
3608.500,1433.000,3541.000,1623.000,201.634,573,13.507,0.245,21.105,0.350,0.001,438,
3447.000,1641.000,3538.000,1655.000,92.071,3955,35.482,0.261,16.882,0.350,0.037,439,
3448.000,1713.000,3469.000,1735.000,30.414,773,15.696,0.401,12.371,0.322,0.016,440,
3566.000,1717.000,3577.000,1724.000,13.038,229,8.544,0.635,11.891,0.350,0.261,441,
3460.000,1686.000,3601.000,1667.000,142.274,349,10.548,0.153,13.885,0.251,0.028,442,
3580.000,1687.000,3644.000,1642.000,78.237,189,7.771,0.415,14.173,0.289,0.337,443,
3494.000,1709.000,3513.000,1716.000,20.248,4064,35.969,0.225,11.959,0.341,0.031,444,
3680.000,1629.500,3632.000,1614.000,50.441,331,10.278,0.579,14.171,0.388,0.115,445,
3612.000,1613.000,3611.000,1598.000,15.033,146,6.819,0.587,18.440,0.350,0.065,446,
3527.000,1552.000,3608.000,1555.000,81.056,313,9.984,0.310,18.347,0.315,0.053,447,
3599.000,1563.000,3657.000,1499.000,86.371,438,11.814,0.765,15.368,0.350,0.086,448,
3667.000,1453.000,3711.000,1535.000,93.059,356,10.654,0.277,18.255,0.350,0.002,449,
3671.000,1545.000,3657.000,1549.000,14.560,1733,23.493,0.194,9.057,0.375,0.072,450,
3710.000,1603.500,3688.000,1584.000,29.398,570,13.481,0.348,12.435,0.471,0.052,451,
3718.000,1566.000,3714.000,1562.000,5.657,366,10.804,0.334,9.129,0.464,0.070,452,
3675.500,1509.500,3757.000,1592.000,115.968,874,16.682,0.318,16.088,0.350,0.026,453,
3746.000,1603.000,3685.000,1611.000,61.522,379,10.991,0.143,3.880,0.500,0.011,454,
3710.000,1667.500,3691.000,1637.000,35.934,360,10.718,0.868,14.801,0.458,0.302,455,
3623.500,1651.000,3646.000,1694.000,48.531,301,9.797,0.395,16.502,0.350,0.070,456,
3593.000,1680.500,3689.000,1744.000,115.101,258,9.079,0.382,15.387,0.346,0.106,457,
3666.000,1658.000,3712.000,1677.000,49.769,172,7.405,0.902,13.988,0.351,0.120,458,
3751.000,1662.000,3765.000,1649.000,19.105,136,6.583,0.650,11.985,0.486,0.010,459,
3918.500,1761.000,3764.000,1711.000,162.389,1077,18.523,0.601,3.586,0.374,0.102,460,
3899.000,1730.000,3795.000,1652.000,130.000,1298,20.331,0.612,4.063,0.399,0.024,461,
3852.000,1723.000,3835.000,1736.000,21.401,491,12.505,0.387,6.767,0.383,0.148,462,
3471.000,1753.000,3288.000,1698.000,191.086,459,12.089,0.282,11.498,0.338,0.140,463,
3384.000,1601.000,3326.000,1733.000,144.180,221,8.403,0.846,9.591,0.375,0.122,464,
3504.000,1479.000,3388.000,1779.000,321.646,709,15.027,0.652,15.436,0.350,0.030,465,
3453.000,1260.500,3453.500,1259.000,1.581,215,8.289,0.857,25.526,0.194,0.082,466,
3522.000,1393.000,3524.500,1393.000,2.500,299,9.765,0.747,26.048,0.311,0.009,467,
3476.000,1386.500,3478.500,1386.000,2.550,135,6.558,0.377,26.001,0.199,0.114,468,
3560.000,1440.000,3325.000,1776.000,410.026,922,17.134,0.448,23.455,0.350,0.015,469,
3380.000,1394.000,3401.000,1835.000,441.500,395,11.223,0.745,23.858,0.278,0.045,470,
3237.000,1416.000,3484.000,1845.000,495.025,835,16.306,0.758,22.679,0.262,0.001,471,
3673.000,1762.000,3570.000,1813.000,114.935,866,16.608,0.589,8.326,0.350,0.032,472,
3677.000,1864.000,3619.000,1887.000,62.394,2574,28.627,0.824,0.919,0.350,0.024,473,
3304.000,1293.000,3289.000,1288.500,15.660,634,14.211,0.779,21.972,0.317,0.026,474,
3310.000,1240.000,3307.500,1242.000,3.202,331,10.268,0.834,27.587,0.284,0.148,475,
3631.500,1891.000,3509.000,1928.000,127.966,2395,27.612,0.824,1.770,0.351,0.032,476,
3762.000,1671.000,3695.000,1843.000,184.589,119,6.159,0.724,14.057,0.383,0.049,477,
3788.000,1748.000,3764.000,1825.000,80.654,936,17.268,0.670,6.996,0.350,0.021,478,
3946.000,1776.000,3861.000,1861.000,120.208,989,17.751,0.496,2.129,0.352,0.020,479,
3817.000,1786.000,3774.000,1945.000,164.712,2304,27.085,0.770,2.440,0.350,0.021,480,
3897.500,1887.000,3922.000,1958.000,75.108,3951,35.466,0.758,0.446,0.038,481,1622.000,
1524.500,1623.500,1527.500,3.354,15,2.202,0.714,24.400,1.000,0.000,482,1426.000,
1404.000,1421.000,1396.000,9.434,447,11.931,0.857,25.548,0.668,0.177,483,1517.500,
1349.500,1490.500,1337.500,29.547,141,6.718,0.573,25.683,0.500,0.062,484,1329.500,
1360.500,1328.500,1357.500,3.162,216,8.294,0.636,25.936,0.794,0.431,485,1383.500,
1366.500,1386.000,1369.500,3.905,533,13.029,0.710,25.192,0.702,0.430,486,1451.000,
1325.000,1444.000,1321.000,8.062,690,14.828,0.619,25.483,0.700,0.307,487,1425.500,
1289.500,1425.000,1286.500,3.041,250,8.934,0.744,26.062,0.957,0.300,488,1506.000,
1299.500,1499.500,1299.500,6.500,211,8.212,0.703,25.900,0.839,0.386,489,1534.000,
1317.000,1536.000,1318.500,2.500,305,9.861,0.790,25.565,0.853,0.293,490,1527.000,
1296.500,1524.500,1295.000,2.915,423,11.614,0.714,22.790,0.818,0.200,491,1542.000,
1203.000,1539.500,1202.500,2.550,35,3.384,0.333,25.673,0.500,0.054,492,1600.500,
1296.500,1601.000,1298.000,1.581,227,8.519,0.669,25.625,0.922,0.492,493,1625.500,
1297.000,1619.000,1295.000,6.801,20,2.567,0.714,25.673,0.700,0.000,494,1649.000,
1293.500,1647.000,1292.500,2.236,22,2.688,0.714,25.673,0.700,0.000,495,1654.000,
1280.000,1654.500,1278.000,2.062,23,2.750,0.714,25.673,0.725,0.000,496,1669.500,
1276.000,1670.500,1274.000,2.236,18,2.447,0.759,25.720,0.700,0.000,497,1674.500,
1262.000,1674.500,1260.500,1.500,56,4.244,0.629,25.673,0.974,0.000,498,1677.000,
1248.500,1676.000,1245.500,3.162,17,2.387,0.770,25.673,1.000,0.000,499,1680.000,
1237.500,1679.000,1236.000,1.803,27,2.980,0.709,25.673,1.000,0.000,500,1682.000,
1224.500,1683.500,1222.000,2.915,16,2.323,0.782,25.673,1.000,0.000,501,1705.500,
1212.000,1705.000,1210.500,1.581,14,2.183,0.714,25.673,0.700,0.000,502,1677.000,
1171.500,1681.500,1171.000,4.528,116,6.103,0.521,28.115,1.000,0.175,503,3721.000,
1377.500,3714.000,1370.500,9.899,391,11.166,0.787,25.229,0.375,0.247,504,3721.000,
1410.000,3686.000,1399.000,36.688,341,10.434,0.794,24.312,0.350,0.673,505,3707.000,
1405.000,3696.000,1383.500,24.151,262,9.141,0.606,24.635,0.350,0.635,506,525.500,
639.000,526.500,638.000,1.414,39,3.526,0.714,24.400,1.000,0.000,507,3893.500,
1260.500,3896.500,1254.500,6.708,323,10.153,0.777,27.782,0.500,0.668,508,3777.000,
1587.000,3813.000,1572.000,39.000,999,17.834,0.280,1.665,0.463,0.007,509,3852.000,
1556.500,3859.000,1528.000,29.347,476,12.311,0.510,0.342,0.006,510,3820.000,1512.000,
3833.000,1502.000,16.401,138,6.638,0.949,21.085,0.572,0.681,511,3823.000,1477.000,
3889.000,1498.000,69.260,386,11.094,0.865,23.315,0.419,0.619,512,3764.000,1431.000,
3804.000,1476.000,60.208,145,6.817,0.213,24.789,0.350,0.028,513,5528.500,670.000,
5526.000,670.000,2.500,58,4.326,0.714,24.018,1.000,0.000,514,3777.500,1402.500,
3781.000,1430.000,27.722,273,9.330,0.857,25.210,0.480,0.100,515,3775.500,1360.000,
3771.500,1359.000,4.123,105,5.785,0.834,25.831,0.512,0.805,516,3769.000,1370.000,
3772.000,1354.000,16.279,173,7.438,0.820,25.303,0.516,0.670,517,3787.000,1341.000,
3774.000,1337.500,13.463,161,7.165,0.833,24.237,0.938,0.347,518,3789.000,1404.500,
3798.000,1398.000,11.102,692,14.849,0.819,24.427,0.504,0.336,519,3792.000,1435.000,
3828.000,1437.000,36.056,204,8.059,0.755,24.469,0.444,0.178,520,3832.000,1405.000,
3840.000,1459.000,54.589,278,9.422,0.720,24.664,0.500,0.561,521,3832.000,1486.000,
3737.500,1369.500,150.008,112,5.997,0.949,22.430,0.513,0.922,522,3852.000,1476.000,
3857.000,1483.000,8.602,117,6.110,0.885,22.985,0.519,0.595,523,3877.000,1489.000,
3903.000,1455.000,42.802,390,11.151,0.302,11.230,0.728,0.072,524,3857.000,1443.000,
3868.000,1450.000,13.038,75,4.894,0.826,23.827,0.500,0.570,525,3799.000,1425.000,
3858.000,1426.000,59.008,362,10.739,0.829,24.463,0.486,0.315,526,3814.000,1390.000,
3829.000,1366.000,28.302,274,9.355,0.719,24.159,0.515,0.387,527,3822.000,1338.000,
3831.000,1345.000,11.402,479,12.360,0.772,24.353,0.510,0.260,528,3832.000,1420.000,
3831.000,1405.000,15.033,130,6.451,0.787,24.232,0.500,0.494,529,3776.500,1318.000,
3773.000,1320.500,4.301,177,7.523,0.821,24.546,1.000,0.432,530,3815.500,1286.500,
3782.000,1277.500,34.688,245,8.836,0.720,24.694,0.500,0.320,531,3794.000,1247.000,
3791.500,1247.000,2.500,56,4.236,0.652,26.763,1.000,0.512,532,3811.500,1208.500,
3807.000,1207.000,4.743,188,7.754,0.609,26.611,1.000,0.416,533,3822.454,1189.510,
3818.000,1189.500,4.454,126,6.357,0.568,26.161,1.000,0.391,534,3824.000,1181.000,
3822.000,1181.500,2.062,28,3.034,0.729,28.254,1.000,0.536,535,3842.000,1139.000,
3839.000,1138.000,3.162,74,4.863,0.645,26.425,0.933,0.406,536,3855.000,1143.000,
3856.000,1135.000,8.062,178,7.542,0.827,28.023,0.535,0.422,537,3884.500,1177.500,
3885.500,1176.000,1.803,22,2.660,0.963,28.996,0.700,0.946,538,3857.500,1159.000,
3852.000,1188.000,29.517,69,4.719,0.800,27.814,0.631,0.333,539,3865.000,1175.000,
3893.000,1213.500,47.605,227,8.502,0.826,27.653,0.522,0.445,540,3835.500,1199.500,
3886.000,1195.000,50.700,217,8.325,0.857,24.103,0.622,0.353,541,3878.000,1216.000,
3840.000,1233.000,41.629,273,9.326,0.809,26.051,0.538,0.251,542,3892.000,1209.000,
3893.000,1208.000,1.414,24,2.812,0.769,28.769,0.700,0.844,543,3863.000,1247.000,
3905.000,1255.500,42.851,445,11.910,0.757,26.724,0.500,0.382,544,3836.000,1245.000,
3825.000,1306.000,61.984,299,9.762,0.776,25.419,0.500,0.296,545,3866.000,1278.000,
3834.000,1325.000,56.859,148,6.866,0.845,25.167,0.500,0.112,546,3889.000,1296.000,
3894.000,1335.000,39.319,438,11.815,0.796,26.538,0.691,0.470,547,3872.000,1232.000,
3922.000,1321.000,102.083,291,9.630,0.790,26.724,0.500,0.271,548,3949.000,1347.000,
