province;red;green;blue;x;x
3248;163;239;125;Yaran;x
3249;35;241;175;Heilong Jiang;x
3250;163;243;225;Evur;x
3251;35;245;25;Birija;x
3252;163;247;75;Bidzhan;x
3253;36;249;125;Selemdzha;x
3254;164;251;175;Zeya;x
3255;36;253;225;Urkan;x
3256;164;255;25;Saghalien Ula;x
3257;36;1;75;Amba Hinggan;x
3258;164;3;125;Nara;x
3259;36;5;175;Jirem;x
3260;165;7;225;Songyuan;x
3261;37;9;25;Khorchin;x
3262;165;11;75;Hada;x
3263;37;13;125;Chahar;x
3264;165;15;175;Bargu;x
3265;37;17;225;Setsen;x
3266;165;19;25;Dornod;x
3267;38;21;75;Khentii;x
3268;166;23;125;Dornogovi;x
3269;38;25;175;Ingoda;x
3270;166;27;225;Borzya;x
3271;38;29;25;Uda;x
3272;166;31;75;Arkhangai Aimag;x
3273;38;33;125;Kharkhorum;x
3274;167;35;175;Govi;x
3275;39;37;225;Alxa;x
3276;167;39;25;Urzhar;x
3277;39;41;75;Irtysh;x
3278;167;43;125;Kath;x
3279;39;45;175;Amu Darya;x
3280;167;47;225;Kashka Darya;x
3281;40;49;25;Ahal;x
3282;168;51;75;Repetek;x
3283;40;53;125;Mawarannahr;x
3284;168;55;175;Ghuzz;x
3285;40;57;225;Azaly;x
3286;168;59;25;Bai-Uly;x
3287;40;61;75;Nogay;x
3288;169;63;125;Surkhan Darya;x
3289;41;65;175;Khatlon;x
3290;169;67;225;Gissar;x
3291;41;69;25;Yashilkul;x
3292;169;71;75;Kokkand;x
3293;41;73;125;Khujand;x
3294;169;75;175;Rabat-e-Sangi;x
3295;42;77;225;Kyzyl Kum;x
3296;170;79;25;Turkestan;x
3297;42;81;75;Atakent;x
3298;170;83;125;Jany Darya;x
3299;42;85;175;Aral Teñizi;x
3300;170;87;225;Kyrgyz Ala-Too;x
3301;42;89;25;Talas Ala-Too;x
3302;171;91;75;Issyk-Kol;x
3303;43;93;125;Jambyl;x
3304;171;95;175;Sozak;x
3305;43;97;225;Ili;x
3306;171;99;25;Tau Kum;x
3307;56;221;180;Balqash;x
3308;171;103;125;Argyn;x
3309;44;105;175;Nayman;x
3310;172;107;225;Ilek;x
3311;44;109;25;Karatau;x
3312;172;111;75;Alty-Kuduk;x
3313;44;113;125;Koh Kong;x
3314;172;115;175;Vi Xuyen;x
3315;44;117;225;Raub;x
3316;173;119;25;Dar Sila;x
3317;45;121;75;Dar Diima;x
3318;173;123;125;Dar Daali;x
3319;45;125;175;Zaghawa;x
3320;173;127;225;Meidob;x
3321;45;129;25;Wadi al Milk;x
3322;173;131;75;Vorarlberg;x
3323;46;133;125;Powys;x
3324;174;135;175;Derby;x
3325;46;137;225;Leicester;x
3326;174;139;25;Somerset;x
3327;46;141;75;Uíbh Fhailí;x
3328;174;143;125;Chill Dara;x
3329;46;145;175;Cill Chainnigh;x
3330;175;147;225;Urmhumhan;x
3331;47;149;25;Tuadhmhumhain;x
3332;175;151;75;Sligeach;x
3333;47;153;125;Mhaigh Eo;x
3334;175;155;175;Tír Eoghain;x
3335;47;157;225;Uíbh Eachach;x
3336;175;159;25;Dumfries;x
3337;48;161;75;Gallawa;x
3338;176;163;125;Gallaibh;x
3339;48;165;175;Melayu;x
3340;176;167;225;Murut;x
3341;48;169;25;Ngaju;x
3342;176;171;75;Sintiang;x
3343;48;173;125;Morobe;x
3344;177;175;175;Hanuabada;x
3345;49;177;225;Biak;x
3346;177;179;25;Sotavio;x
3347;49;181;75;Alto Alentejo;x
3348;177;183;125;Vale do Sado;x
3349;49;185;175;Douro Litoral;x
3350;177;187;225;Tuy;x
3351;50;189;25;Mondoñedo;x
3352;178;191;75;Navia;x
3353;50;193;125;Zamora;x
3354;178;195;175;Palencia;x
3355;50;197;225;La Serena;x
3356;178;199;25;Llerena;x
3357;50;201;75;Écija;x
3358;179;203;125;Lucena;x
3359;51;205;175;Baza;x
3360;179;207;225;El Condado;x
3361;51;209;25;Caravaca;x
3362;179;211;75;Campo de Montiel;x
3363;51;213;125;Mancha de Monteragón;x
3364;179;215;175;San Juán;x
3365;52;217;225;La Manchuela;x
3366;180;219;25;Marina;x
3367;52;221;75;Eivissa;x
3368;180;223;125;Ribagorza;x
3369;52;225;175;Tarazona;x
3370;180;227;225;La Ribera;x
3371;52;229;25;Bigorra;x
3372;181;231;75;Agenois;x
3373;53;233;125;Carcin;x
3374;181;235;175;Alençon;x
3375;53;237;225;Pays de Bray;x
3376;181;239;25;Langres;x
3377;53;241;75;Lei Mauras;x
3378;181;243;125;Heidelberg;x
3379;54;245;175;Memmigen;x
3380;182;247;225;Langensalza;x
3381;54;249;25;Bèrghem;x
3382;182;251;75;Vicensa;x
3383;54;253;125;Monemvasia;x
3384;182;255;175;Nafplion;x
3385;54;1;225;Magnesia;x
3386;183;3;25;Çanakkale;x
3387;55;5;75;Biga;x
3388;183;7;125;Iznik;x
3389;55;9;175;Philadelphia;x
3390;183;11;225;Aydin;x
3391;55;13;25;Finike;x
3392;183;15;75;Alasya;x
3393;56;17;125;Harput;x
3394;184;19;175;Manazkert;x
3395;56;21;225;Erzurum;x
3396;184;23;25;Lazistan;x
3397;56;25;75;Aukstaitija;x
3398;184;27;125;Didžioji Lietuva;x
3399;56;29;175;Vidumo;x
3400;185;31;225;Virumaa;x
3401;57;33;25;Neva;x
3402;185;35;75;Imbabura;x
3403;57;37;125;Pichincha;x
3404;185;39;175;Manabi;x
3405;57;41;225;Iquitos;x
3406;185;43;25;Ucayali;x
3407;58;45;75;Moyopampa;x
3408;186;47;125;Tumbez;x
3409;58;49;175;Ayavaca;x
3410;186;51;225;Huancapampa;x
3411;58;53;25;Olmo;x
3412;186;55;75;Huamachugo;x
3413;58;57;125;Huayla;x
3414;187;59;175;Huaura;x
3415;59;61;225;Cajatampo;x
3416;187;63;25;Chinchaycocha;x
3417;59;65;75;Huanuco;x
3418;187;67;125;Satipo;x
3419;59;69;175;Yauyo;x
3420;187;71;225;Chocoryo;x
3421;60;73;25;Angara;x
3422;188;75;75;Rucana;x
3423;60;77;125;Aymara;x
3424;188;79;175;Yanahuara;x
3425;60;81;225;Paucartampo;x
3426;188;83;25;Cavina;x
3427;60;85;75;Cana;x
3428;189;87;125;Chumpivilca;x
3429;61;89;175;Parinacocha;x
3430;189;91;225;Yauca;x
3431;61;93;25;Atico;x
3432;189;95;75;Camana;x
3433;61;97;125;Moquehua;x
3434;189;99;175;Caruma;x
3435;62;101;225;Lupaca;x
3436;190;103;25;Golla;x
3437;62;105;75;Omasuyu;x
3438;190;107;125;Pacasa;x
3439;62;109;175;Caranga;x
3440;190;111;225;Quillaca;x
3441;62;113;25;Lipe;x
3442;191;115;75;Charca;x
3443;63;117;125;Yampara;x
3444;191;119;175;Tarixa;x
3445;63;121;225;Atacama;x
3446;191;123;25;Teushen;x
3447;63;125;75;Gunua-Kena;x
3448;191;127;125;Chenque;x
3449;64;129;175;Chupat;x
3450;192;131;225;Guenaken;x
3451;64;133;25;Choele Choel;x
3452;192;135;75;Comechingón;x
3453;64;137;125;Sanavirón;x
3454;192;139;175;Querandi;x
3455;64;141;225;Abà;x
3456;193;143;25;Mbaiê;x
3457;65;145;75;Kanhgág;x
3458;193;147;125;Coxilha;x
3459;65;149;175;Kaiowá;x
3460;193;151;225;Tukäti;x
3461;65;153;25;Guaiá;x
3462;193;155;75;Aweikoma;x
3463;66;157;125;Tatuibi;x
3464;194;159;175;Paranaguá;x
3465;66;161;225;Piabanha;x
3466;194;163;25;Goitacaz;x
3467;66;165;75;Tamoio;x
3468;194;167;125;Puri;x
3469;66;169;175;Maxakali;x
3470;195;171;225;Aimoré;x
3471;67;173;25;Krenàk;x
3472;195;175;75;Yberaba;x
3473;67;177;125;Iassua;x
3474;195;179;175;Guanambi;x
3475;67;181;225;Kamakà;x
3476;195;183;25;Tupinamba;x
3477;68;185;75;Jeremoabo;x
3478;196;187;125;Kariri;x
3479;68;189;175;Caeté;x
3480;196;191;225;Potiji;x
3481;68;193;25;Yaté;x
3482;196;195;75;Aricuri;x
3483;68;197;125;Piauí;x
3484;197;199;175;Jê;x
3485;69;201;225;Cemo'ara;x
3486;197;203;25;Tremembé;x
3487;69;205;75;Paranã'aíb;x
3488;197;207;125;Karaîá'y;x
3489;69;209;175;Tapuitapera;x
3490;197;211;225;Tukura'oby;x
3491;70;213;25;Pará;x
3492;198;215;75;Amapaba;x
3493;70;217;125;Cupixi;x
3494;198;219;175;Roponowini;x
3495;70;221;225;Iaoyi;x
3496;198;223;25;Machushi;x
3497;70;225;75;Kalina;x
3498;199;227;125;Warao;x
3499;71;229;175;Unare;x
3500;199;231;225;Caquetio;x
3501;0;233;25;Yaracuy;x
3502;128;235;75;Tocuyo;x
3503;0;237;125;Zulia;x
3504;128;239;175;Tairona;x
3505;0;241;225;Apartadó;x
3506;128;243;25;Uitoto;x
3507;0;245;75;Ngäbe;x
3508;129;247;125;Tegucigalpa;x
3509;1;249;175;Copàn;x
3510;129;251;225;Tazumal;x
3511;1;253;25;Caracol;x
3512;129;255;75;Cochuah;x
3513;1;1;125;Chikinchel;x
3514;129;3;175;Ah Kin Chel;x
3515;2;5;225;Chakán Putum;x
3516;130;7;25;Tayasal;x
3517;2;9;75;Bàak';x
3518;130;11;125;Xinabahul;x
3519;2;13;175;Mapachtepec;x
3520;130;15;225;Cuetlaxtlan;x
3521;2;17;25;Huexotzinco;x
3522;131;19;75;Tlalcozauhtitlan;x
3523;3;21;125;Cuauhnahuac;x
3524;131;23;175;Oztoman;x
3525;3;25;225;Tetellan;x
3526;131;27;25;Huetamo;x
3527;3;29;75;Zacatula;x
3528;131;31;125;Apatzingan;x
3529;4;33;175;Tizapan;x
3530;132;35;225;Zitacuaro;x
3531;4;37;25;Acambaro;x
3532;132;39;75;Cuauhtitlan;x
3533;4;41;125;Hueypuchtlan;x
3534;132;43;175;Hueyacoctlan;x
3535;4;45;225;Tziuhcoac;x
3536;133;47;25;Oxtlipa;x
3537;5;49;75;Pames;x
3538;133;51;125;Coahuiltecan;x
3539;5;53;175;Quinigua;x
3540;133;55;225;Xiximes;x
3541;5;57;25;Achires;x
3542;133;59;75;Yoreme;x
3543;6;61;125;Guarijio;x
3544;134;63;175;Tzaulan;x
3545;6;65;225;Chía-apan;x
3546;134;67;25;Sabaneque;x
3547;6;69;75;Cotoname;x
3548;134;71;125;Jumano Ndé;x
3549;6;73;175;Querecho;x
3550;135;75;225;Lépai Ndé;x
3551;7;77;25;Aranama;x
3552;135;79;75;Mayeye;x
3553;7;81;125;Bibai;x
3554;135;83;175;Atakapa;x
3555;7;85;225;Nassoni;x
3556;135;87;25;Nashit'ush;x
3557;8;89;75;Kadawdàachuh;x
3558;136;91;125;Tawakoni;x
3559;8;93;175;Wichita;x
3560;136;95;225;Spiro;x
3561;8;97;25;Tawehash;x
3562;136;99;75;Casqui;x
3563;8;101;125;Quapaw;x
3564;137;103;175;Osage;x
3565;9;105;225;Wimihsoorita;x
3566;137;107;25;Na'isha;x
3567;9;109;75;Ka'igwu;x
3568;137;111;125;Thithunwan;x
3569;9;113;175;Inun-ina;x
3570;137;115;225;Niimiipu;x
3571;10;117;25;Piikani;x
3572;138;119;75;Hidatsa;x
3573;10;121;125;Nuweta;x
3574;138;123;175;Aricaree;x
3575;10;125;225;Ponca;x
3576;138;127;25;Yankton;x
3577;10;129;75;Cahokia;x
3578;139;131;125;Wazhashk;x
3579;11;133;175;Noquet;x
3580;139;135;225;Mamaceqtaw;x
3581;11;137;25;Winnebago;x
3582;139;139;75;Sauk;x
3583;11;141;125;Maskoutench;x
3584;139;143;175;Piankeshaw;x
3585;12;145;225;Kaskaskia;x
3586;140;147;25;Kiikaapoi;x
3587;12;149;75;Shaawanwaki;x
3588;140;151;125;Tsoyaha;x
3589;12;153;175;Chucalissa;x
3590;140;155;225;Chicaza;x
3591;12;157;25;Sacchuma;x
3592;141;159;75;Pascagoula;x
3593;13;161;125;Houma;x
3594;141;163;175;Biloxi;x
3595;13;165;225;Atabachi;x
3596;141;167;25;Capachequi;x
3597;13;169;75;Calusa;x
3598;141;171;125;Mocama;x
3599;14;173;175;Uriutina;x
3600;142;175;225;Toa;x
3601;14;177;25;Apafalaya;x
3602;142;179;75;Tuasi;x
3603;14;181;125;Coosa;x
3604;142;183;175;Cofaqui;x
3605;14;185;225;Altamaha;x
3606;143;187;25;Yamasee;x
3607;15;189;75;Hymachi;x
3608;143;191;125;Talimeco;x
3609;15;193;175;Ilasi;x
3610;143;195;225;Woccon;x
3611;15;197;25;Roanoac;x
3612;143;199;75;Satapo;x
3613;16;201;125;Chiha;x
3614;144;203;175;Joara;x
3615;16;205;225;Shatteras;x
3616;144;207;25;Saponi;x
3617;16;209;75;Mekoche;x
3618;144;211;125;Chalahgawtha;x
3619;16;213;175;Monongahela;x
3620;145;215;225;Peixtin;x
3621;17;217;25;Yesah;x
3622;145;219;75;Lenni;x
3623;17;221;125;Unami;x
3624;145;223;175;Atrakaye;x
3625;29;133;75;Alligewnenk;x
3626;145;227;25;Susquehannock;x
3627;18;229;75;Min'siw;x
3628;146;231;125;Pequttôog;x
3629;18;233;175;Muh-hek;x
3630;146;235;225;Muh-he-kan;x
3631;18;237;25;Pennacook;x
3632;146;239;75;Gespogoitnag;x
3633;18;241;125;Epegoitnag;x
3634;147;243;175;Taqamkuk;x
3635;19;245;225;Gespoegeoag;x
3636;147;247;25;Listuguj;x
3637;19;249;75;Pessamit;x
3638;147;251;125;Piekougami;x
3639;19;253;175;Chicoutimi;x
3640;147;255;225;Batiscan;x
3641;20;1;25;Nevada;x
3642;148;3;75;Akwesasne;x
3643;20;5;125;Qaragandy;x
3644;148;7;175;Onontchataronon;x
3645;20;9;225;Nevada;x
3646;148;11;25;Aondironon;x
3647;20;13;75;Ongniaahratonon;x
3648;149;15;125;Saugeen;x
3649;21;17;175;Sagnitaouigama;x
3650;149;19;225;Nipissing;x
3651;21;21;25;Otagnottouemin;x
3652;149;23;75;Kichesipirini;x
3653;21;25;125;Nemicau;x
3654;149;27;175;Wemindji;x
3655;22;29;225;Mosoni;x
3656;150;31;25;Abitibi;x
3657;22;33;75;Temiskaming;x
3658;150;35;125;Baawitigong;x
3659;22;37;175;Goojijwininwag;x
3660;150;39;225;Ojibwe;x
3661;22;41;25;Maskeowak;x
3662;151;43;75;Sakawithiniwuk;x
3663;23;45;125;Nihithawiwin;x
3664;151;47;175;Hohe Nakota;x
3665;23;49;225;Siksika;x
3666;151;51;25;Niitsitapi;x
3667;23;53;75;Kainai;x
3668;151;55;125;Chilcotin;x
3669;24;57;175;Skeena;x
3670;152;59;225;Dena'ina;x
3671;24;61;25;Bak;x
3672;152;63;75;Xaayda gwaay;x
3673;24;65;125;Nooksack;x
3674;152;67;175;Selis;x
3675;24;69;225;Panâlike;x
3676;153;71;25;Sahaptin;x
3677;25;73;75;Chinook;x
3678;153;75;125;Takehua;x
3679;25;77;175;Umpqua;x
3680;153;79;225;Shasta;x
3681;25;81;25;Achomwai;x
3682;153;83;75;Wintu;x
3683;26;85;125;Nomiaki;x
3684;154;87;175;Konkow;x
3685;26;89;225;Nisena;x
3686;154;91;25;Washoe;x
3687;26;93;75;Me-Wuk;x
3688;154;95;125;Yokut;x
3689;26;97;175;Exse'ein;x
3690;155;99;225;Wappo;x
3691;27;101;25;Pawtucket;x
3692;155;103;75;Metekel;x
3693;27;105;125;Tembien;x
3694;155;107;175;Wolqayt;x
3695;27;109;225;Betokuag;x
3696;155;111;25;Mayaimi;x
3697;28;113;75;Volterra;x
3698;156;115;125;Marca Grossetana;x
3699;28;117;175;Perugia;x
3700;156;119;225;Pesaro;x
3701;28;121;25;Camerino;x
3702;156;123;75;Marca Firmana;x
3703;28;125;125;Asti;x
3704;157;127;175;Koh-e Sulayman;x
3705;29;129;225;Koh-e Kirthar;x
3706;157;131;25;Arakan Yoma;x
3707;17;225;225;Titicaca;x
3708;157;135;125;Poopo;x
3709;29;137;175;Texcoco;x
3710;104;252;252;Great Salt Lake;x
3711;88;253;253;Lac de Lausanne;x
3712;32;253;253;Bodensee;x
3713;12;250;250;Italian lakes;x
3714;20;253;253;Vana lich;x
3715;112;251;251;Sevana lich;x
3716;158;151;25;Kaputan lich;x
3717;24;253;253;Seling Co;x
3718;53;213;225;Tsongon Po;x
3719;31;157;175;Skye;x
3720;159;159;225;East Jutland;x
3721;31;161;25;Nuurdfresklun;x
3722;159;163;75;Dithmarschen;x
3723;31;165;125;Bruch-hausen;x
3724;159;167;175;Mingen;x
3725;32;169;225;Ravensberg;x
3726;160;171;25;Lingen;x
3727;32;173;75;Hildesheim;x
3728;160;175;125;Goslar;x
3729;32;177;175;Celle;x
3730;160;179;225;Waldeck;x
3731;32;181;25;Ziegenhain;x
3732;161;183;75;Falkenstein;x
3733;33;185;125;Hanau;x
3734;161;187;175;Hohenlohe;x
3735;33;189;225;Henneberg;x
3736;161;191;25;Coburg;x
3737;33;193;75;Schwarzburg;x
3738;161;195;125;Mansfeld;x
3739;34;197;175;Orlamünde;x
3740;162;199;225;Halberstadt;x
3741;34;201;25;Waldburg;x
3742;162;203;75;Torgau;x
3743;34;205;125;Juterborg;x
3744;162;207;175;Merseburg;x
3745;34;209;225;Ruppin;x
3746;163;211;25;Innviertel;x
3747;35;213;75;Oberkrain;x
3748;163;215;125;Chebsko;x
3749;35;217;175;Bolevslacsko;x
3750;163;219;225;Caslavsko;x
3751;35;221;25;Jihlavsko;x
3752;163;223;75;Hradistsko;x
3753;36;225;125;Nyitra;x
3754;164;227;175;Szepes;x
3755;36;229;225;Saros;x
3756;164;231;25;Grabowiec;x
3757;36;233;75;Siewierz;x
3758;164;235;125;Wlodzimierskie;x
3759;36;237;175;Sochaczew;x
3760;165;239;225;Proszowice;x
3761;37;241;25;Brzekolitewskie;x
3762;165;243;75;Drohiczyn;x
3763;37;245;125;Bialystok;x
3764;165;247;175;Krynki;x
3765;198;199;25;Inflanckie;x
3766;165;251;25;Weissenstein/Paide;x
3767;38;253;75;Haapsalu;x
3768;166;255;125;Hiiumaa;x
3769;38;1;175;Fejer;x
3770;166;3;225;Borsod;x
3771;38;5;25;Szabolcs;x
3772;166;7;75;Csongrad;x
3773;38;9;125;Zlatibor;x
3774;167;11;175;Branicevo;x
3775;39;13;225;Rasina;x
3776;167;15;25;Timocka Krajina;x
3777;39;17;75;Opolje;x
3778;167;19;125;Muzakaj;x
3779;39;21;175;Tsepina;x
3780;167;23;225;Yambol;x
3781;40;25;25;Shumen;x
3782;168;27;75;Constanta;x
3783;40;29;125;Ialomita;x
3784;168;31;175;Slam Ramnic;x
3785;40;33;225;Ilfov;x
3786;168;35;25;Dambovita;x
3787;40;37;75;Dolj;x
3788;169;39;125;Hunyad;x
3789;41;41;175;Arad;x
3790;169;43;225;Beszterce-Naszod;x
3791;41;45;25;Bacau;x
3792;169;47;75;Czerwonogrod;x
3793;41;49;125;Hotin;x
3794;169;51;175;Cetatea Alba;x
3795;42;53;225;Anapa;x
3796;170;55;25;Shapsug;x
3797;42;57;75;Dlaveti;x
3798;170;59;125;Svaneti;x
3799;42;61;175;Odishi;x
3800;170;63;225;Guria;x
3801;42;65;25;Samtskhe;x
3802;171;67;75;Tao;x
3803;43;69;125;Bayburt;x
3804;171;71;175;Somkheti;x
3805;43;73;225;Dvin;x
3806;171;75;25;Syunik;x
3807;43;77;75;Ganja;x
3808;171;79;125;Sheki;x
3809;44;81;175;Karabagh;x
3810;172;83;225;Salyan;x
3811;44;85;25;Baku;x
3812;172;87;75;Geissen;x
3813;44;89;125;Lippe;x
3814;172;91;175;Allgau;x
3815;44;93;225;Guise;x
3816;173;95;25;Obo;x
3817;45;97;75;Rügen;x
3818;173;99;125;Rostock;x
3819;45;101;175;Schwerin;x
3820;173;103;225;Waren;x
3821;45;105;25;Stargard;x
3822;173;107;75;Eichsfeld;x
3823;46;109;125;Astara;x
3824;174;111;175;Shahsavar;x
3825;46;113;225;Qasr-e Shirin;x
3826;174;115;25;Hoveyzeh;x
3827;46;117;75;Marvdasht;x
3828;174;119;125;Qir;x
3829;46;121;175;Deyr;x
3830;175;123;225;Hajjiabad;x
3831;47;125;25;Bam;x
3832;175;127;75;Fahraj;x
3833;47;129;125;Jal'q;x
3834;175;131;175;Dalbandin;x
3835;47;133;225;Dasht-e Lut;x
3836;175;135;25;Eqhlid;x
3837;48;137;75;Dasht-e Kavir;x
3838;176;139;125;Jam;x
3839;48;141;175;Zava;x
3840;176;143;225;Esfarayen;x
3841;48;145;25;Bojnord;x
3842;176;147;75;Bamyan;x
3843;48;149;125;Balkh;x
3844;177;151;175;Kerki;x
3845;49;153;225;Gowurdak;x
3846;177;155;25;Urgut;x
3847;49;157;75;Mankent;x
3848;177;159;125;Naryn;x
3849;49;161;175;Zaweh;x
3850;177;163;225;Osterland;x
3851;50;165;25;Dresden;x
3852;178;167;75;Chemnitz;x
3853;50;169;125;Altenburg;x
3854;178;171;175;Zweibrücken;x
3855;50;173;225;Reuss;x
3856;178;175;25;Mainburg;x
3857;50;177;75;Rattenberg;x
3858;179;179;125;Passau;x
3859;51;181;175;Suffolk;x
3860;179;183;225;Castellane;x
3861;51;185;25;Narbonne;x
3862;179;187;75;Carcassone;x
3863;51;189;125;Empuries;x
3864;179;191;175;Avila;x
3865;52;193;225;Placensia;x
3866;180;195;25;Reggio;x
3867;52;197;75;Ravenna;x
3868;180;199;125;Livorno;x
3869;52;201;175;Frosinone;x
3870;180;203;225;Taranto;x
3871;52;205;25;Orestis;x
3872;181;207;75;Neopatria;x
3873;53;209;125;Modon;x
3874;181;211;175;Korinthia;x
3875;159;155;125;Aigaiou Pelagous;x
3876;181;215;25;Hevros;x
3877;53;217;75;Cherson;x
3878;181;219;125;Eregli;x
3879;54;221;175;Cankiri;x
3880;182;223;225;Pindos;x
3881;54;225;25;Ordu;x
3882;182;227;75;Tokat;x
3883;54;229;125;Yozgat;x
3884;182;231;175;Bingol;x
3885;196;163;125;Ar Rakkah;x
3886;183;235;25;Latakiyah;x
3887;55;237;75;Sina;x
3888;183;239;125;Dotawo;x
3889;55;241;175;Akele Guzai;x
3890;183;243;225;Agame;x
3891;55;245;25;Enderta;x
3892;183;247;75;Amhara;x
3893;56;249;125;Menabe;x
3894;184;251;175;Toliary;x
3895;56;253;225;Mahafaly;x
3896;184;255;25;Antandroy;x
3897;56;1;75;Taolonaro;x
3898;184;3;125;Antaisaka;x
3899;56;5;175;Merina;x
3900;185;7;225;Fallujah;x
3901;57;9;25;Bodrogh;x
3902;185;11;75;Al Zubair;x
3903;57;13;125;Monywa;x
3904;185;15;175;Pyinmana;x
3905;57;17;225;Meiktila;x
3906;185;19;25;Hsipaw;x
3907;58;21;75;Chaiang Saen;x
3908;186;23;125;Uttradit;x
3909;58;25;175;Chainat;x
3910;186;27;225;Batu Pahat;x
3911;58;29;25;Peureulak;x
3912;186;31;75;Gayo;x
3913;58;33;125;Meulabak;x
3914;187;35;175;Mandoaling;x
3915;59;37;225;Rokan;x
3916;187;39;25;Indragiri Hilir;x
3917;59;41;75;Indragiri Hulu;x
3918;187;43;125;Selantan;x
3919;59;45;175;Rejang;x
3920;187;47;225;Merangin;x
3921;60;49;25;Palembang;x
3922;188;51;75;Padeglang;x
3923;60;53;125;Pakuan;x
3924;188;55;175;Karawang;x
3925;60;57;225;Pajang;x
3926;188;59;25;Magelang;x
3927;60;61;75;Kendal;x
3928;189;63;125;Manado;x
3929;61;65;175;Sibu;x
3930;189;67;225;Trat;x
3931;61;69;25;Takeo;x
3932;189;71;75;Châu Dôc;x
3933;61;73;125;Kampong Cham;x
3934;189;75;175;Salavan;x
3935;62;77;225;Nongkhai;x
3936;190;79;25;Ninh Binh;x
3937;62;81;75;Yen Bai;x
3938;190;83;125;Viet Tri;x
3939;62;85;175;Hoy Naam;x
3940;190;87;225;Minangkabau;x
3941;62;89;25;Bukit Barisan;x
3942;191;91;75;Betsiboka;x
3943;63;93;125;Rikuzen;x
3944;191;95;175;Iwaki;x
3945;63;97;225;Dewa-Ugo;x
3946;191;99;25;Kotsuke;x
3947;63;101;75;Sado;x
3948;191;103;125;Shimosa;x
3949;64;105;175;Kazusa;x
3950;192;107;225;Awa;x
3951;64;109;25;Izu;x
3952;192;111;75;Noto;x
3953;64;113;125;Kaga;x
3954;192;115;175;Wakasa;x
3955;64;117;225;Suruga;x
3956;193;119;25;Mikawa;x
3957;65;121;75;Shima;x
3958;193;123;125;Iga;x
3959;65;125;175;Kawachi;x
3960;193;127;225;Izumi;x
3961;65;129;25;Tamba;x
3962;193;131;75;Inaba;x
3963;66;133;125;Hoki;x
3964;194;135;175;Bizen;x
3965;66;137;225;Iwami;x
3966;194;139;25;Bingo;x
3967;66;141;75;Suwo;x
3968;194;143;125;Awa;x
3969;66;145;175;Awaji;x
3970;195;147;225;Chikuzen;x
3971;67;149;25;Chikugo;x
3972;195;151;75;Osumi;x
3973;67;153;125;Yoshino;x
3974;195;155;175;Suwa;x
3975;67;157;225;Winnipeg;x
3976;34;233;225;Hóngzé Hú;x
3977;68;161;75;Tài Hú;x
3978;54;233;225;Póyáng Hú;x
3979;68;165;175;Dòngtíng Hú;x
3980;196;167;225;Ostrov;x
3981;68;169;25;Rusa;x
3982;196;171;75;Kholm;x
3983;68;173;125;Zubtsov;x
3984;197;175;175;Volok Lamsky;x
3985;69;177;225;Dmitrov;x
3986;197;179;25;Pereyaslavl;x
3987;69;181;75;Yuriev;x
3988;197;183;125;Borovsk;x
3989;69;185;175;Mologa;x
3990;197;187;225;Starodub;x
3991;70;189;25;Tarusa;x
3992;198;191;75;Zhelezny Ustyug;x
3993;70;193;125;Rhzeva;x
3994;198;195;175;Ust-Onega;x
3995;70;197;225;Onega;x
3996;37;249;225;Peipsi järv;x
3997;70;201;75;Osterbotten;x
3998;199;203;125;Trondelag;x
3999;71;205;175;Ratibor;x
4000;199;207;225;Opava;x
4001;71;209;25;Olesnica;x
4002;199;211;75;Jawor;x
4003;71;213;125;Glogow;x
4004;199;215;175;Bentheim;x
4005;72;217;225;Dekapolis;x
4006;200;219;25;Strossburi;x
4007;72;221;75;Mìlhüsa;x
4008;200;223;125;Saent-Malo;x
4009;72;225;175;Aachen;x
4010;200;227;225;Rothenburg;x
4011;72;229;25;Wasserburg;x
4012;201;231;75;Nuku Hiva;x
4013;73;233;125;Makatea;x
4014;201;235;175;Tau Tama;x
4015;73;237;225;Havelland;x
4016;201;239;25;Chuvash;x
4017;73;241;75;Volkhovsky;x
4018;201;243;125;Poltava;x
4019;74;245;175;Oleshye;x
4020;202;247;225;Desht-i Qipchaq;x
4021;74;249;25;Chyhyryn;x
4022;202;251;75;Ural;x
4023;74;253;125;Ukhta;x
4024;202;255;175;Galindia;x
4025;0;1;225;Kuyavia;x
4026;128;3;27;Ciechanów;x
4027;0;5;77;Javakheti;x
4028;128;7;127;Bitlis;x
4029;0;9;177;Bahdinan;x
4030;128;11;227;Sarbisheh;x
4031;0;13;27;Hada;x
4032;129;15;77;Ussuri;x
4033;1;17;127;Bureya;x
4034;129;19;177;Rijeka;x
4035;1;21;227;Shenyang;x
4036;129;23;27;Andong;x
4037;1;25;77;Fushun;x
4038;129;27;127;Pingcheng;x
4039;2;29;177;Altain nuruu;x
4040;130;31;227;Chalchichuecan;x
4041;2;33;27;Potonchan;x
4042;130;35;77;Bone;x
4043;2;37;127;Ye;x
4044;130;39;177;Kokala;x
4045;2;41;227;Luwu;x
4046;131;43;27;Martaban;x
4047;3;45;77;Riau1;x
4048;131;47;127;Riau2;x
4049;3;49;177;Myiek;x
4050;131;51;227;Prachuap Khiri;x
4051;3;53;27;Tenasserim;x
4052;131;55;77;Tay Nguyên;x
4053;4;57;127;Day Truong Son;x
4054;132;59;177;Xai Phou Luang;x
