province;red;green;blue;
3325;46;137;225;Leicester
3326;174;139;25;Somerset
3327;46;141;75;U�bh Fhail�
3328;174;143;125;Chill Dara
3329;46;145;175;Cill Chainnigh
3330;175;147;225;Urmhumhan
3331;47;149;25;Tuadhmhumhain
3332;175;151;75;Sligeach
3333;47;153;125;Mhaigh Eo
3334;175;155;175;T�r Eoghain
3335;47;157;225;U�bh Eachach
3336;175;159;25;Dumfries
3337;48;161;75;Gallawa
3338;176;163;125;Gallaibh
3339;48;165;175;Melayu
3340;176;167;225;Murut
3341;48;169;25;Ngaju
3342;176;171;75;Sintiang
3343;48;173;125;Morobe
3344;177;175;175;Hanuabada
3345;49;177;225;Biak
3346;177;179;25;Sotavio
3347;49;181;75;Alto Alentejo
3348;177;183;125;Vale do Sado
3349;49;185;175;Douro Litoral
3350;177;187;225;Tuy
3351;50;189;25;Mondo�edo
3352;178;191;75;Navia
3353;50;193;125;Zamora
3354;178;195;175;Palencia
3355;50;197;225;La Serena
3356;178;199;25;Llerena
3357;50;201;75;�cija
3358;179;203;125;Lucena
3359;51;205;175;Baza
3360;179;207;225;El Condado
3361;51;209;25;Caravaca
3362;179;211;75;Campo de Montiel
3363;51;213;125;Mancha de Monterag�n
3364;179;215;175;San Ju�n
3365;52;217;225;La Manchuela
3366;180;219;25;Marina
3367;52;221;75;Eivissa
3368;180;223;125;Ribagorza
3369;52;225;175;Tarazona
3370;180;227;225;La Ribera
3371;52;229;25;Bigorra
3372;181;231;75;Agenois
3373;53;233;125;Carcin
3374;181;235;175;Alen�on
3375;53;237;225;Pays de Bray
3376;181;239;25;Langres
3377;53;241;75;Lei Mauras
3378;181;243;125;Heidelberg
3379;54;245;175;Memmigen
3380;182;247;225;Langensalza
3381;54;249;25;B�rghem
3382;182;251;75;Vicensa
3383;54;253;125;Monemvasia
3384;182;255;175;Nafplion
3385;54;1;225;Magnesia
3386;183;3;25;�anakkale
3387;55;5;75;Biga
3388;183;7;125;Iznik
3389;55;9;175;Philadelphia
3390;183;11;225;Aydin
3391;55;13;25;Finike
3392;183;15;75;Alasya
3393;56;17;125;Harput
3394;184;19;175;Manazkert
3395;56;21;225;Erzurum
3396;184;23;25;Lazistan
3397;56;25;75;Aukstaitija
3398;184;27;125;Did�ioji Lietuva
3399;56;29;175;Vidumo
3400;185;31;225;Virumaa
3401;57;33;25;Neva
3402;185;35;75;Imbabura
3403;57;37;125;Pichincha
3404;185;39;175;Manabi
3405;57;41;225;Iquitos
3406;185;43;25;Ucayali
3407;58;45;75;Moyopampa
3408;186;47;125;Tumbez
3409;58;49;175;Ayavaca
3410;186;51;225;Huancapampa
3411;58;53;25;Olmo
3412;186;55;75;Huamachugo
3413;58;57;125;Huayla
3414;187;59;175;Huaura
3415;59;61;225;Cajatampo
3416;187;63;25;Chinchaycocha
3417;59;65;75;Huanuco
3418;187;67;125;Satipo
3419;59;69;175;Yauyo
3420;187;71;225;Chocoryo
3421;60;73;25;Angara
3422;188;75;75;Rucana
3423;60;77;125;Aymara
3424;188;79;175;Yanahuara
3425;60;81;225;Paucartampo
3426;188;83;25;Cavina
3427;60;85;75;Cana
3428;189;87;125;Chumpivilca
3429;61;89;175;Parinacocha
3430;189;91;225;Yauca
3431;61;93;25;Atico
3432;189;95;75;Camana
3433;61;97;125;Moquehua
3434;189;99;175;Caruma
3435;62;101;225;Lupaca
3436;190;103;25;Golla
3437;62;105;75;Omasuyu
3438;190;107;125;Pacasa
3439;62;109;175;Caranga
3440;190;111;225;Quillaca
3441;62;113;25;Lipe
3442;191;115;75;Charca
3443;63;117;125;Yampara
3444;191;119;175;Tarixa
3445;63;121;225;Atacama
3446;191;123;25;Teushen
3447;63;125;75;Gunua-Kena
3448;191;127;125;Chenque
3449;64;129;175;Chupat
3450;192;131;225;Guenaken
3451;64;133;25;Choele Choel
3452;192;135;75;Comeching�n
3453;64;137;125;Sanavir�n
3454;192;139;175;Querandi
3455;64;141;225;Ab�
3456;193;143;25;Mbai�
3457;65;145;75;Kanhg�g
3458;193;147;125;Coxilha
3459;65;149;175;Kaiow�
3460;193;151;225;Tuk�ti
3461;65;153;25;Guai�
3462;193;155;75;Aweikoma
3463;66;157;125;Tatuibi
3464;194;159;175;Paranagu�
3465;66;161;225;Piabanha
3466;194;163;25;Goitacaz
3467;66;165;75;Tamoio
3468;194;167;125;Puri
3469;66;169;175;Maxakali
3470;195;171;225;Aimor�
3471;67;173;25;Kren�k
3472;195;175;75;Yberaba
3473;67;177;125;Iassua
3474;195;179;175;Guanambi
3475;67;181;225;Kamak�
3476;195;183;25;Tupinamba
3477;68;185;75;Jeremoabo
3478;196;187;125;Kariri
3479;68;189;175;Caet�
3480;196;191;225;Potiji
3481;68;193;25;Yat�
3482;196;195;75;Aricuri
3483;68;197;125;Piau�
3484;197;199;175;J�
3485;69;201;225;Cemo'ara
3486;197;203;25;Trememb�
3487;69;205;75;Paran�'a�b
3488;197;207;125;Kara��'y
3489;69;209;175;Tapuitapera
3490;197;211;225;Tukura'oby
3491;70;213;25;Par�
3492;198;215;75;Amapaba
3493;70;217;125;Cupixi
3494;198;219;175;Roponowini
3495;70;221;225;Iaoyi
3496;198;223;25;Machushi
3497;70;225;75;Kalina
3498;199;227;125;Warao
3499;71;229;175;Unare
3500;199;231;225;Caquetio
3501;0;233;25;Yaracuy
3502;128;235;75;Tocuyo
3503;0;237;125;Zulia
3504;128;239;175;Tairona
3505;0;241;225;Apartad�
3506;128;243;25;Uitoto
3507;0;245;75;Ng�be
3508;129;247;125;Tegucigalpa
3509;1;249;175;Cop�n
3510;129;251;225;Tazumal
3511;1;253;25;Caracol
3512;129;255;75;Cochuah
3513;1;1;125;Chikinchel
3514;129;3;175;Ah Kin Chel
3515;2;5;225;Chak�n Putum
3516;130;7;25;Tayasal
3517;2;9;75;B�ak'
3518;130;11;125;Xinabahul
3519;2;13;175;Mapachtepec
3520;130;15;225;Cuetlaxtlan
3521;2;17;25;Huexotzinco
3522;131;19;75;Tlalcozauhtitlan
3523;3;21;125;Cuauhnahuac
3524;131;23;175;Oztoman
3525;3;25;225;Tetellan
3526;131;27;25;Huetamo
3527;3;29;75;Zacatula
3528;131;31;125;Apatzingan
3529;4;33;175;Tizapan
3530;132;35;225;Zitacuaro
3531;4;37;25;Acambaro
3532;132;39;75;Cuauhtitlan
3533;4;41;125;Hueypuchtlan
3534;132;43;175;Hueyacoctlan
3535;4;45;225;Tziuhcoac
3536;133;47;25;Oxtlipa
3537;5;49;75;Pames
3538;133;51;125;Coahuiltecan
3539;5;53;175;Quinigua
3540;133;55;225;Xiximes
3541;5;57;25;Achires
3542;133;59;75;Yoreme
3543;6;61;125;Guarijio
3544;134;63;175;Tzaulan
3545;6;65;225;Ch�a-apan
3546;134;67;25;Sabaneque
3547;6;69;75;Cotoname
3548;134;71;125;Jumano Nd�
3549;6;73;175;Querecho
3550;135;75;225;L�pai Nd�
3551;7;77;25;Aranama
3552;135;79;75;Mayeye
3553;7;81;125;Bibai
3554;135;83;175;Atakapa
3555;7;85;225;Nassoni
3556;135;87;25;Nashit'ush
3557;8;89;75;Kadawd�achuh
3558;136;91;125;Tawakoni
3559;8;93;175;Wichita
3560;136;95;225;Spiro
3561;8;97;25;Tawehash
3562;136;99;75;Casqui
3563;8;101;125;Quapaw
3564;137;103;175;Osage
3565;9;105;225;Wimihsoorita
3566;137;107;25;Na'isha
3567;9;109;75;Ka'igwu
3568;137;111;125;Thithunwan
3569;9;113;175;Inun-ina
3570;137;115;225;Niimiipu
3571;10;117;25;Piikani
3572;138;119;75;Hidatsa
3573;10;121;125;Nuweta
3574;138;123;175;Aricaree
3575;10;125;225;Ponca
3576;138;127;25;Yankton
3577;10;129;75;Cahokia
3578;139;131;125;Wazhashk
3579;11;133;175;Noquet
3580;139;135;225;Mamaceqtaw
3581;11;137;25;Winnebago
3582;139;139;75;Sauk
3583;11;141;125;Maskoutench
3584;139;143;175;Piankeshaw
3585;12;145;225;Kaskaskia
3586;140;147;25;Kiikaapoi
3587;12;149;75;Shaawanwaki
3588;140;151;125;Tsoyaha
3589;12;153;175;Chucalissa
3590;140;155;225;Chicaza
3591;12;157;25;Sacchuma
3592;141;159;75;Pascagoula
3593;13;161;125;Houma
3594;141;163;175;Biloxi
3595;13;165;225;Atabachi
3596;141;167;25;Capachequi
3597;13;169;75;Calusa
3598;141;171;125;Mocama
3599;14;173;175;Uriutina
3600;142;175;225;Toa
3601;14;177;25;Apafalaya
3602;142;179;75;Tuasi
3603;14;181;125;Coosa
3604;142;183;175;Cofaqui
3605;14;185;225;Altamaha
3606;143;187;25;Yamasee
3607;15;189;75;Hymachi
3608;143;191;125;Talimeco
3609;15;193;175;Ilasi
3610;143;195;225;Woccon
3611;15;197;25;Roanoac
3612;143;199;75;Satapo
3613;16;201;125;Chiha
3614;144;203;175;Joara
3615;16;205;225;Shatteras
3616;144;207;25;Saponi
3617;16;209;75;Mekoche
3618;144;211;125;Chalahgawtha
3619;16;213;175;Monongahela
3620;145;215;225;Peixtin
3621;17;217;25;Yesah
3622;145;219;75;Lenni
3623;17;221;125;Unami
3624;145;223;175;Atrakaye
3625;29;133;75;Alligewnenk
3626;145;227;25;Susquehannock
3627;18;229;75;Min'siw
3628;146;231;125;Pequtt�og
3629;18;233;175;Muh-hek
3630;146;235;225;Muh-he-kan
3631;18;237;25;Pennacook
3632;146;239;75;Gespogoitnag
3633;18;241;125;Epegoitnag
3634;147;243;175;Taqamkuk
3635;19;245;225;Gespoegeoag
3636;147;247;25;Listuguj
3637;19;249;75;Pessamit
3638;147;251;125;Piekougami
3639;19;253;175;Chicoutimi
3640;147;255;225;Batiscan
3641;20;1;25;Nevada
3642;148;3;75;Akwesasne
3643;20;5;125;Qaragandy
3644;148;7;175;Onontchataronon
3645;20;9;225;Nevada
3646;148;11;25;Aondironon
3647;20;13;75;Ongniaahratonon
3648;149;15;125;Saugeen
3649;21;17;175;Sagnitaouigama
3650;149;19;225;Nipissing
3651;21;21;25;Otagnottouemin
3652;149;23;75;Kichesipirini
3653;21;25;125;Nemicau
3654;149;27;175;Wemindji
3655;22;29;225;Mosoni
3656;150;31;25;Abitibi
3657;22;33;75;Temiskaming
3658;150;35;125;Baawitigong
3659;22;37;175;Goojijwininwag
3660;150;39;225;Ojibwe
3661;22;41;25;Maskeowak
3662;151;43;75;Sakawithiniwuk
3663;23;45;125;Nihithawiwin
3664;151;47;175;Hohe Nakota
3665;23;49;225;Siksika
3666;151;51;25;Niitsitapi
3667;23;53;75;Kainai
3668;151;55;125;Chilcotin
3669;24;57;175;Skeena
3670;152;59;225;Dena'ina
3671;24;61;25;Bak
3672;152;63;75;Xaayda gwaay
3673;24;65;125;Nooksack
3674;152;67;175;Selis
3675;24;69;225;Pan�like
3676;153;71;25;Sahaptin
3677;25;73;75;Chinook
3678;153;75;125;Takehua
3679;25;77;175;Umpqua
3680;153;79;225;Shasta
3681;25;81;25;Achomwai
3682;153;83;75;Wintu
3683;26;85;125;Nomiaki
3684;154;87;175;Konkow
3685;26;89;225;Nisena
3686;154;91;25;Washoe
3687;26;93;75;Me-Wuk
3688;154;95;125;Yokut
3689;26;97;175;Exse'ein
3690;155;99;225;Wappo
3691;27;101;25;Pawtucket
3692;155;103;75;Metekel
3693;27;105;125;Tembien
3694;155;107;175;Wolqayt
3695;27;109;225;Betokuag
3696;155;111;25;Mayaimi
3697;28;113;75;Volterra
3698;156;115;125;Marca Grossetana
3699;28;117;175;Perugia
3700;156;119;225;Pesaro
3701;28;121;25;Camerino
3702;156;123;75;Marca Firmana
3703;28;125;125;Asti
3704;157;127;175;Koh-e Sulayman
3705;29;129;225;Koh-e Kirthar
3706;157;131;25;Arakan Yoma
3707;17;225;225;Titicaca
3708;157;135;125;Poopo
3709;29;137;175;Texcoco
3710;104;252;252;Great Salt Lake
3711;88;253;253;Lac de Lausanne
3712;32;253;253;Bodensee
3713;12;250;250;Italian lakes
3714;20;253;253;Vana lich
3715;112;251;251;Sevana lich
3716;158;151;25;Kaputan lich
3717;24;253;253;Seling Co
3718;53;213;225;Tsongon Po
3719;31;157;175;Skye
3720;159;159;225;East Jutland
3721;31;161;25;Nuurdfresklun
3722;159;163;75;Dithmarschen
3723;31;165;125;Bruch-hausen
3724;159;167;175;Mingen
3725;32;169;225;Ravensberg
3726;160;171;25;Lingen
3727;32;173;75;Hildesheim
3728;160;175;125;Goslar
3729;32;177;175;Celle
3730;160;179;225;Waldeck
3731;32;181;25;Ziegenhain
3732;161;183;75;Falkenstein
3733;33;185;125;Hanau
3734;161;187;175;Hohenlohe
3735;33;189;225;Henneberg
3736;161;191;25;Coburg
3737;33;193;75;Schwarzburg
3738;161;195;125;Mansfeld
3739;34;197;175;Orlam�nde
3740;162;199;225;Halberstadt
3741;34;201;25;Waldburg
3742;162;203;75;Torgau
3743;34;205;125;Juterborg
3744;162;207;175;Merseburg
3745;34;209;225;Ruppin
3746;163;211;25;Innviertel
3747;35;213;75;Oberkrain
3748;163;215;125;Chebsko
3749;35;217;175;Bolevslacsko
3750;163;219;225;Caslavsko
3751;35;221;25;Jihlavsko
3752;163;223;75;Hradistsko
3753;36;225;125;Nyitra
3754;164;227;175;Szepes
3755;36;229;225;Saros
3756;164;231;25;Grabowiec
3757;36;233;75;Siewierz
3758;164;235;125;Wlodzimierskie
3759;36;237;175;Sochaczew
3760;165;239;225;Proszowice
3761;37;241;25;Brzekolitewskie
3762;165;243;75;Drohiczyn
3763;37;245;125;Bialystok
3764;165;247;175;Krynki
3765;198;199;25;Inflanckie
3766;165;251;25;Weissenstein/Paide
3767;38;253;75;Haapsalu
3768;166;255;125;Hiiumaa
3769;38;1;175;Fejer
3770;166;3;225;Borsod
3771;38;5;25;Szabolcs
3772;166;7;75;Csongrad
3773;38;9;125;Zlatibor
3774;167;11;175;Branicevo
3775;39;13;225;Rasina
3776;167;15;25;Timocka Krajina
3777;39;17;75;Opolje
3778;167;19;125;Muzakaj
3779;39;21;175;Tsepina
3780;167;23;225;Yambol
3781;40;25;25;Shumen
3782;168;27;75;Constanta
3783;40;29;125;Ialomita
3784;168;31;175;Slam Ramnic
3785;40;33;225;Ilfov
3786;168;35;25;Dambovita
3787;40;37;75;Dolj
3788;169;39;125;Hunyad
3789;41;41;175;Arad
3790;169;43;225;Beszterce-Naszod
3791;41;45;25;Bacau
3792;169;47;75;Czerwonogrod
3793;41;49;125;Hotin
3794;169;51;175;Cetatea Alba
3795;42;53;225;Anapa
3796;170;55;25;Shapsug
3797;42;57;75;Dlaveti
3798;170;59;125;Svaneti
3799;42;61;175;Odishi
3800;170;63;225;Guria
3801;42;65;25;Samtskhe
3802;171;67;75;Tao
3803;43;69;125;Bayburt
3804;171;71;175;Somkheti
3805;43;73;225;Gegham
3806;171;75;25;Syunik
3807;43;77;75;Ganja
3808;171;79;125;Sheki
3809;44;81;175;Karabagh
3810;172;83;225;Salyan
3811;44;85;25;Baku
3812;172;87;75;Geissen
3813;44;89;125;Lippe
3814;172;91;175;Allgau
3815;44;93;225;Guise
3816;173;95;25;Obo
3817;45;97;75;R�gen
3818;173;99;125;Rostock
3819;45;101;175;Schwerin
3820;173;103;225;Waren
3821;45;105;25;Stargard
3822;173;107;75;Eichsfeld
3823;46;109;125;Astara
3824;174;111;175;Shahsavar
3825;46;113;225;Qasr-e Shirin
3826;174;115;25;Hoveyzeh
3827;46;117;75;Marvdasht
3828;174;119;125;Qir
3829;46;121;175;Deyr
3830;175;123;225;Hajjiabad
3831;47;125;25;Bam
3832;175;127;75;Fahraj
3833;47;129;125;Jal'q
3834;175;131;175;Dalbandin
3835;47;133;225;Dasht-e Lut
3836;175;135;25;Eqhlid
3837;48;137;75;Dasht-e Kavir
3838;176;139;125;Jam
3839;48;141;175;Zava
3840;176;143;225;Esfarayen
3841;48;145;25;Bojnord
3842;176;147;75;Bamyan
3843;48;149;125;Balkh
3844;177;151;175;Kerki
3845;49;153;225;Gowurdak
3846;177;155;25;Urgut
3847;49;157;75;Mankent
3848;177;159;125;Naryn
3849;49;161;175;Zaweh
3850;177;163;225;Osterland
3851;50;165;25;Dresden
3852;178;167;75;Chemnitz
3853;50;169;125;Altenburg
3854;178;171;175;Zweibr�cken
3855;50;173;225;Reuss
3856;178;175;25;Mainburg
3857;50;177;75;Rattenberg
3858;179;179;125;Passau
3859;51;181;175;Suffolk
3860;179;183;225;Castellane
3861;51;185;25;Narbonne
3862;179;187;75;Carcassone
3863;51;189;125;Empuries
3864;179;191;175;Avila
3865;52;193;225;Placensia
3866;180;195;25;Reggio
3867;52;197;75;Ravenna
3868;180;199;125;Livorno
3869;52;201;175;Frosinone
3870;180;203;225;Taranto
3871;52;205;25;Orestis
3872;181;207;75;Neopatria
3873;53;209;125;Modon
3874;181;211;175;Korinthia
3875;159;155;125;Aigaiou Pelagous
3876;181;215;25;Hevros
3877;53;217;75;Cherson
3878;181;219;125;Eregli
3879;54;221;175;Cankiri
3880;182;223;225;Pindos
3881;54;225;25;Ordu
3882;182;227;75;Tokat
3883;54;229;125;Yozgat
3884;182;231;175;Bingol
3885;196;163;125;Ar Rakkah
3886;183;235;25;Latakiyah
3887;55;237;75;Sina
3888;183;239;125;Dotawo
3889;55;241;175;Akele Guzai
3890;183;243;225;Agame
3891;55;245;25;Enderta
3892;183;247;75;Amhara
3893;56;249;125;Menabe
3894;184;251;175;Toliary
3895;56;253;225;Mahafaly
3896;184;255;25;Antandroy
3897;56;1;75;Taolonaro
3898;184;3;125;Antaisaka
3899;56;5;175;Merina
3900;185;7;225;Fallujah
3901;57;9;25;Al Muthanna
3902;185;11;75;Al Zubair
3903;57;13;125;Monywa
3904;185;15;175;Pyinmana
3905;57;17;225;Meiktila
3906;185;19;25;Hsipaw
3907;58;21;75;Chaiang Saen
3908;186;23;125;Uttradit
3909;58;25;175;Chainat
3910;186;27;225;Batu Pahat
3911;58;29;25;Peureulak
3912;186;31;75;Gayo
3913;58;33;125;Meulabak
3914;187;35;175;Mandoaling
3915;59;37;225;Rokan
3916;187;39;25;Indragiri Hilir
3917;59;41;75;Indragiri Hulu
3918;187;43;125;Selantan
3919;59;45;175;Rejang
3920;187;47;225;Merangin
3921;60;49;25;Palembang
3922;188;51;75;Padeglang
3923;60;53;125;Pakuan
3924;188;55;175;Karawang
3925;60;57;225;Pajang
3926;188;59;25;Magelang
3927;60;61;75;Kendal
3928;189;63;125;Manado
3929;61;65;175;Sibu
3930;189;67;225;Trat
3931;61;69;25;Takeo
3932;189;71;75;Okeo
3933;61;73;125;Kampong Cham
3934;189;75;175;Salavan
3935;62;77;225;Nongkhai
3936;190;79;25;Ninh Binh
3937;62;81;75;Yen Bai
3938;190;83;125;Viet Tri
3939;62;85;175;Hoy Naam
3940;190;87;225;Minangkabau
3941;62;89;25;Bukit Barisan
3942;191;91;75;Betsiboka
3943;63;93;125;Rikuzen
3944;191;95;175;Iwaki
3945;63;97;225;Dewa-Ugo
3946;191;99;25;Kotsuke
3947;63;101;75;Sado
3948;191;103;125;Shimosa
3949;64;105;175;Kazusa
3950;192;107;225;Awa
3951;64;109;25;Izu
3952;192;111;75;Noto
3953;64;113;125;Kaga
3954;192;115;175;Wakasa
3955;64;117;225;Suruga
3956;193;119;25;Mikawa
3957;65;121;75;Shima
3958;193;123;125;Iga
3959;65;125;175;Kawachi
3960;193;127;225;Izumi
3961;65;129;25;Tamba
3962;193;131;75;Inaba
3963;66;133;125;Hoki
3964;194;135;175;Bizen
3965;66;137;225;Iwami
3966;194;139;25;Bingo
3967;66;141;75;Suwo
3968;194;143;125;Awa
3969;66;145;175;Awaji
3970;195;147;225;Chikuzen
3971;67;149;25;Chikugo
3972;195;151;75;Osumi
3973;67;153;125;Yoshino
3974;195;155;175;Suwa
3975;67;157;225;Winnipeg
3976;34;233;225;H�ngz� H�
3977;68;161;75;T�i H�
3978;54;233;225;P�y�ng H�
3979;68;165;175;D�ngt�ng H�
3980;196;167;225;Ostrov
3981;68;169;25;Rusa
3982;196;171;75;Kholm
3983;68;173;125;Zubtsov
3984;197;175;175;Volok Lamsky
3985;69;177;225;Dmitrov
3986;197;179;25;Pereyaslavl
3987;69;181;75;Yuriev
3988;197;183;125;Borovsk
3989;69;185;175;Mologa
3990;197;187;225;Starodub
3991;70;189;25;Tarusa
3992;198;191;75;Zhelezny Ustyug
3993;70;193;125;Rhzeva
3994;198;195;175;Ust-Onega
3995;70;197;225;Onega
3996;37;249;225;Peipsi j�rv
3997;70;201;75;Osterbotten
3998;199;203;125;Trondelag
3999;71;205;175;Ratibor
4000;199;207;225;Opava
4001;71;209;25;Olesnica
4002;199;211;75;Jawor
4003;71;213;125;Glogow
4004;199;215;175;Bentheim
4005;72;217;225;Dekapolis
4006;200;219;25;Strossburi
4007;72;221;75;M�lh�sa
4008;200;223;125;Saent-Malo
4009;72;225;175;Aachen
4010;200;227;225;Rothenburg
4011;72;229;25;Wasserburg
4012;201;231;75;Nuku Hiva
4013;73;233;125;Makatea
4014;201;235;175;Tau Tama
4015;73;237;225;Havelland
4016;201;239;25;Chuvash
4017;73;241;75;Volkhovsky
4018;201;243;125;Poltava
4019;74;245;175;Oleshye
4020;202;247;225;Desht-i Qipchaq
4021;74;249;25;Chyhyryn
4022;202;251;75;Ural
4023;74;253;125;Ukhta
4024;202;255;175;Galindia
4025;0;1;225;Kuyavia
4026;128;3;27;Ciechan�w
4027;0;5;77;Javakheti
4028;128;7;127;Bitlis
4029;0;9;177;Bahdinan
4030;128;11;227;Sarbisheh
4031;0;13;27;Hada
4032;129;15;77;Ussuri
4033;1;17;127;Bureya
4034;129;19;177;Rijeka
4035;1;21;227;Shenyang
4036;129;23;27;Andong
4037;1;25;77;Fushun
4038;129;27;127;Pingcheng
4039;2;29;177;Altain nuruu
4040;130;31;227;Chalchichuecan
4041;2;33;27;Potonchan
4042;130;35;77;Bone
4043;2;37;127;Ye
4044;130;39;177;Kokala
4045;2;41;227;Luwu
4046;131;43;27;Martaban
4047;3;45;77;Riau1
4048;131;47;127;Riau2
4049;3;49;177;Myiek
4050;131;51;227;Prachuap Khiri
4051;3;53;27;Tenasserim
4052;131;55;77;Tay Nguy�n
4053;4;57;127;Day Truong Son
4054;132;59;177;Xai Phou Luang
4055;4;61;227;Shan Yoma
4056;132;63;27;Janjira
4057;4;65;77;Bursa al Sham
4058;132;67;127;Tadmur
4059;4;69;177;Sifilke
4060;133;71;227;Alaiye
4061;5;73;27;Beysehir
4062;133;75;77;Afronkarahisar
4063;5;77;127;Honaz
4064;133;79;177;Marmaris
4065;5;81;227;Urla
4066;133;83;27;Akhisar
4067;6;85;77;Balikesir
4068;134;87;127;Gafsa
4069;6;89;177;Ayt Weryaghel
4070;134;91;227;Zenatiya
4071;6;93;27;Beni Hozmar
4072;134;95;77;Azayi
4073;6;97;127;Anfa
4074;135;99;177;Jebel Lekhder
4075;7;101;227;Marrakech
4076;135;103;27;Toros Daglari
4077;7;105;77;Kuzey Anadolu Daglari
4078;135;107;127;Thanjavur
4079;7;109;177;Keladi
4080;135;111;227;P'ikumayu
4081;8;113;27;Simbu
4082;136;115;77;Sahra' al Libiya
4083;8;117;127;Sahr'a al Fizzan
4084;136;119;177;Arq al Kabir
4085;8;121;227;Arq Chech
4086;136;123;27;Sahra' al Maghrib
4087;8;125;77;Sahra' al Maghrib
4088;137;127;127;Bahr ar Rimal al Azim
4089;9;129;177;Rub' al Khali
4090;137;131;227;Sahra' ad Dahna
4091;9;133;27;Kumutage Shamo
4092;137;135;77;Al Sharqiyah
4093;9;137;127;Bani Suwayf
4094;137;139;177;Sawhaj
4095;10;141;227;Jizan
4096;138;143;27;Hajjah
4097;10;145;77;Dhamar
4098;138;147;127;Ibb
4099;10;149;177;Carpathes
4100;138;151;227;Caucase
4101;10;153;27;Taurus
4102;139;155;77;Caucase
4103;11;157;127;Amernia
4104;1;204;204;Kanmon Sea
4105;2;204;254;Ariake Sea
4106;3;224;254;Bungo Channel
4107;4;254;254;Kii Channel
4108;5;204;204;Sendai Bay
4109;6;204;254;Toyama Trough
4110;139;159;177;Kharkov
4111;11;161;227;Tambov
4112;139;163;27;Izhevsk
4113;11;165;77;Bokey
4114;139;167;127;Shetkala
4115;12;169;177;Taghaza
4116;140;171;227;Chinguetti
4117;12;173;27;Tichit
4118;140;175;77;Rif
4119;12;177;127;Atlas
4120;140;179;177;Atlas
4121;12;181;227;A�r
4122;141;183;27;Bujadur
4123;13;185;77;Acholi
4124;141;187;127;Narayani
4125;13;189;177;Sagarmatha
4126;141;191;227;Appennino Settentrionale
4127;13;193;27;Appennino Meridionale
4128;141;195;77;Sistemas Penibeticos
4129;14;197;127;hormuz1
4130;142;199;177;hormuz2
4131;14;201;227;hormuz3
4132;142;203;27;hormuz4
4133;14;205;77;hormuz5
4134;142;207;127;arabia1
4135;14;209;177;arabia2
4136;143;211;227;arabia3
4137;15;213;27;arabia4
4138;143;215;77;arabia5
4139;15;217;127;nippon1
4140;143;219;177;nippon2
4141;15;221;227;nippon3
4142;143;223;27;nippon4
4143;16;225;77;nippon5
4144;144;227;127;westafrica1
4145;16;229;177;westafrica2
4146;144;231;227;westafrica3
4147;16;233;27;westafrica4
4148;144;235;77;westafrica5
4149;16;237;127;eastafrica1
4150;145;239;177;eastafrica2
4151;17;241;227;eastafrica3
4152;145;243;27;eastafrica4
4153;17;245;77;eastafrica5
4154;145;247;127;india1
4155;17;249;177;india2
4156;145;251;227;india3
4157;18;253;27;india4
4158;146;255;77;india5
4159;18;1;127;indonesia1
4160;146;3;177;indonesia2
4161;18;5;227;indonesia3
4162;146;7;27;indonesia4
4163;18;9;77;indonesia5
4164;147;11;127;philippines1
4165;19;13;177;philippines2
4166;147;15;227;philippines3
4167;19;17;27;philippines4
4168;147;19;77;philippines5
4169;19;21;127;moluccas1
4170;147;23;177;moluccas2
4171;20;25;227;moluccas3
4172;148;27;27;moluccas4
4173;20;29;77;moluccas5
4174;148;31;127;china1
4175;20;33;177;china2
4176;148;35;227;china3
4177;20;37;27;china4
4178;149;39;77;china5
4179;21;41;127;indochina1
4180;149;43;177;indochina2
4181;21;45;227;indochina3
4182;149;47;27;indochina4
4183;21;49;77;indochina5
4184;149;51;127;Macizo Iberico
4185;22;53;177;Cordillera Cantabrica
4186;150;55;227;Paris
4187;22;57;27;Gobi Altay
4188;150;59;77;Kunlun
4189;22;61;127;Baraba
4190;150;63;177;Vakh
4191;22;65;227;Kara
4192;151;67;27;Tungu
4193;23;69;77;Skaha
4194;151;71;127;Ust-Maya
4195;23;73;177;Kirinsk
4196;151;75;227;Barqa
4197;23;77;27;Jalair
4198;151;79;77;Soyoni Nuruu
4199;24;81;127;Kuznetsk
4200;152;83;177;Inbatskoye
4201;24;85;227;Tara
4202;152;87;27;Bilgorsk
4203;24;89;77;Koda
4204;152;91;127;Konda
4205;24;93;177;Turinsk
4206;153;95;227;Lozva
4207;25;97;27;Sosva
4208;153;99;77;Usa
4209;25;101;127;Obdorsk
4210;153;103;177;Japan Ranges
4211;25;105;227;Vinh
4212;153;107;27;Vang Vieng
4213;26;109;77;Nakhon Phanom
4214;154;111;127;Lam Dong
4215;26;113;177;Banteay Meanchey
4216;154;115;227;Trang
4217;26;117;27;Pua
4218;154;119;77;Fang
4219;26;121;127;Akyab
4220;155;123;177;Garhjhat
4221;27;125;227;Ghat
4222;155;127;27;Ghat
4223;27;129;77;Satpura
4224;155;131;127;Amazonia
4225;27;133;177;Amazonia
4226;155;135;227;Amazonia
4227;28;137;27;Amazonia
4228;156;139;77;Milieu
4229;28;141;127;Western Ghat
4230;156;143;177;Macizo Iberico
4231;28;145;227;Macizo Central
4232;156;147;27;Balkhan
4233;28;149;77;Kopet Dagh
4234;157;151;127;Nishapur
4235;29;153;177;Sistan Range
4236;157;155;227;Makran Range
